country_code,mapped_bvdId,mapped_name,mapping_score,original_name,company_name,BvD ID number ,Country ISO code,"NACE Rev. 2, core code (4 digits)","NAICS 2017, core code (4 digits)",Major sectors,GUO - BvD ID number,GUO - Country ISO code,Status,Date of incorporation,Fixed assets <th USD 2016>,Intangible fixed assets <th USD 2016>,Tangible fixed assets <th USD 2016>,Other fixed assets <th USD 2016>,Current assets <th USD 2016>,Stock <th USD 2016>,Debtors <th USD 2016>,Other current assets <th USD 2016>,Cash & cash equivalent <th USD 2016>,Total assets <th USD 2016>,Shareholders funds <th USD 2016>,Capital <th USD 2016>,Other shareholders funds <th USD 2016>,Non-current liabilities <th USD 2016>,Long term debt <th USD 2016>,Other non-current liabilities <th USD 2016>,Provisions <th USD 2016>,Current liabilities <th USD 2016>,Loans <th USD 2016>,Creditors <th USD 2016>,Other current liabilities <th USD 2016>,Total shareh. funds & liab. <th USD 2016>,Working capital <th USD 2016>,Net current assets <th USD 2016>,Enterprise value <th USD 2016>,Number of employees <2016>,Operating revenue (Turnover) <th USD 2016>,Sales <th USD 2016>,Costs of goods sold <th USD 2016>,Gross profit <th USD 2016>,Other operating expenses <th USD 2016>,Operating P/L [=EBIT] <th USD 2016>,Financial P/L <th USD 2016>,Financial revenue <th USD 2016>,Financial expenses <th USD 2016>,P/L before tax <th USD 2016>,Taxation <th USD 2016>,P/L after tax <th USD 2016>,Extr. and other P/L <th USD 2016>,Extr. and other revenue <th USD 2016>,Extr. and other expenses <th USD 2016>,P/L for period [=Net income] <th USD 2016>,Export revenue <th USD 2016>,Material costs <th USD 2016>,Costs of employees <th USD 2016>,Depreciation & Amortization <th USD 2016>,Other operating items <th USD 2016>,Interest paid <th USD 2016>,Research & Development expenses <th USD 2016>,Cash flow <th USD 2016>,Added value <th USD 2016>,EBITDA <th USD 2016>
CN,,,,Knets China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,CO9002769621,KOBA COLOMBIA S A S,scoreB,Koba,KOBA COLOMBIA S A S,CO9002769621,CO,4711,4451,Wholesale & retail trade, , ,Active,25/03/2009,"61,886",97,"39,227","22,562","91,254","55,711","3,788","31,754",n.a.,"153,140","-12,424",352,"-12,776","18,870",n.a.,n.a.,n.a.,"146,695",0,"139,559","7,136","153,140","-80,060","-55,441",n.a.,n.a.,"713,334","710,999","628,248","85,087","100,292","-15,206","-1,346","5,065","6,411","-16,552",n.a.,"-16,552","8,033",0,"-8,033","-8,519",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
MX,MXKON0706061P0,KONFID SA,scoreB,Konfio,KONFID SA,MXKON0706061P0,MX, , , , , ,Active,06/06/2007,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
UA,UA26601984,PREDSTAVNITSTVO KORSANDO LIMITED PREDST.,scoreC,Korsando Limited,PREDSTAVNITSTVO KORSANDO LIMITED PREDST.,UA26601984,UA, , , , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
CN,CN9402968719,KOU BEI GU FEN YOU XIAN GONG SI,scoreA,Koubei,KOU BEI GU FEN YOU XIAN GONG SI,CN9402968719,CN, , , , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
IN,IN0004689482,KOTHARI PROCESSORS PRIVATE LIMITED,scoreE,KPPL,KOTHARI PROCESSORS PRIVATE LIMITED,IN0004689482,IN,1411,3152,"Textiles, wearing apparel, leather", , ,Active,02/12/1999,"6,146",0,"6,056",90,"4,226","1,047","1,824","1,356",632,"10,372","3,855","1,714","2,141","3,273","1,907","1,365",125,"3,245",815,"2,097",333,"10,372",774,n.a.,n.a.,n.a.,"8,795","8,795","3,187","5,608","4,583","1,026",-340,46,386,686,227,459,0,0,0,459,n.a.,"3,130",769,808,n.a.,362,0,"1,267","2,625","1,834"
SG,,,,Kredivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MW,,,,Kris Star Lodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,,,,KT Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VN,VN0106070166,KTG DISTRIBUTION NORTH JOINT STOCK COMPANY,scoreE,KTG,KTG DISTRIBUTION NORTH JOINT STOCK COMPANY,VN0106070166,VN,4614,4238,Wholesale & retail trade,VN*110159705791,VN,Active,2012,87,0,72,16,"4,579","2,892","1,026",662,73,"4,666",747,677,70,0,0,0,0,"3,920","2,372","1,454",94,"4,666","2,463",659,n.a.,10,"7,583","7,583","6,301","1,282","1,113",168,-137,6,143,31,6,25,0,n.a.,n.a.,25,n.a.,n.a.,n.a.,n.a.,n.a.,144,0,n.a.,n.a.,n.a.
CN,,,,Kungfu Fast Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,,,,Kunoch Hotels Lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,LV000355665,KVTC SIA,scoreA,KVTC,KVTC SIA,LV000355665,LV,3315,3366,"Machinery, equipment, furniture, recycling",LV*570164905,LV,Active,07/08/2001,0,0,0,0,3,0,3,0,0,3,-105,3,-108,0,0,0,0,109,0,108,0,3,-105,-105,n.a.,1,7,7,6,1,0,1,0,0,0,1,0,1,0,0,0,1,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.
KE,KE2-220030,KWFT INSURANCE AGENCY LTD,scoreC,KWFT,KWFT INSURANCE AGENCY LTD,KE2-220030,KE, , , ,KEFEB59887,KE,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
MX,,,,LA Airports Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV,SV06141305151020,GRUPO TRINIDAD S.A. DE C.V.,scoreC,La Trinidad,GRUPO TRINIDAD S.A. DE C.V.,SV06141305151020,SV, , , , , ,Active,13/05/2015,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
MW,,,,Lamani Boat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,NG440131R,LANTERN MARINE LIMITED,scoreE,Lantern Mall,LANTERN MARINE LIMITED,NG440131R,NG, , , , , ,Active,25/01/2002,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
ID,,,,Lape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,,,,LAPO MFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VN,VN6001551346,CONG TY TNHH TRUYEN THONG SENTA,scoreE,Lasta Multimedia,CONG TY TNHH TRUYEN THONG SENTA,VN6001551346,VN,5911,5121,Other services,WW*110176877029,n.a.,Active,2016,0,0,0,0,45,0,0,45,45,45,45,45,0,0,0,0,0,0,0,0,0,45,0,45,n.a.,3,0,0,0,0,1,0,0,0,0,0,0,0,0,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.
AFR,PT508513928,"FABRICA DE PAPEL PONTE REDONDA, S.A. (Previous name: LAURUS, S.A.)",scoreA,Laurus,"FABRICA DE PAPEL PONTE REDONDA, S.A.",PT508513928,PT,1721,3222,"Wood, cork, paper",PT508513928,PT,Active,27/05/2008,"5,978",6,"2,727","2,251","6,705","2,606","3,680",419,419,"12,683","4,069","3,162",907,559,556,3,n.a.,"8,055","4,726","2,121","1,208","12,683","4,165",n.a.,n.a.,131,"11,933","11,739",n.a.,n.a.,n.a.,379,-180,n.a.,180,199,81,118,n.a.,n.a.,n.a.,118,n.a.,"7,349","2,058",517,"1,625",180,n.a.,636,"2,955",897
BD,,,,LCBS Dhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,,,,Le Genie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WLD,US283820417L,LEARNERS GUILD LLC,scoreA,Learners Guild,LEARNERS GUILD LLC,US283820417L,US, , , , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
CD,,,,Lejack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,,,,Lekki Blue Water_ CAPIC Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,,,,Lemchabang Port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,AR30-63876419-5,L EQUIPE MONTEUR SA,scoreA,L'Equipe Monteur,L EQUIPE MONTEUR SA,AR30-63876419-5,AR,2932,3363,"Machinery, equipment, furniture, recycling",AR30-63876419-5,AR,Active,1990,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,375,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
CD,,,,Les Elites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZ,,,,Lexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA0000445475,DDR PROPERTIES AND DEVELOPMENT CC,scoreB,LF Properties Development CC,DDR PROPERTIES AND DEVELOPMENT CC,NA0000445475,NA,6820,5311,Other services, , ,Active,11/03/2009,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
CN,,,,Li Tong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LR,,,,Liberia Woodwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,CL59237840K,LIGHT E HOLDING LTD,scoreA,Light E Holding,LIGHT E HOLDING LTD,CL59237840K,CL, , , , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
MA,MA103889-81,STE INSTITUTION LES LILAS (Alias: LES LILAS),scoreA,Lilas,STE INSTITUTION LES LILAS,MA103889-81,MA,8559,6116,"Education, Health", , ,Active,29/06/2000,2,2,0,0,16,0,14,2,2,18,-9,-9,0,18,18,0,0,10,0,10,0,18,n.a.,6,n.a.,n.a.,0,0,n.a.,n.a.,n.a.,-1,0,0,0,-1,0,-1,0,0,0,-1,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.
ZA,ZA201603858507,LINCOLNLEE (PTY) LTD,scoreB,Lincoln Lub,LINCOLNLEE (PTY) LTD,ZA201603858507,ZA, , , , , ,Active,02/02/2016,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
NG,NG*P0057080,LINETRALE GAS,scoreB,Linetrale,LINETRALE GAS,NG*P0057080,NG, , , , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
CN,,,,LinkDoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,US134125076L,LITTLE BITS,scoreA,LittleBits,LITTLE BITS,US134125076L,US,4765,4511,Wholesale & retail trade, , ,Active,2002,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
KE,KECPR2014-139700,LIVECARD LIMITED,scoreE,Live Ad,LIVECARD LIMITED,KECPR2014-139700,KE, , , , , ,Active,15/04/2014,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
IN,,,,Livspace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,,,,Lufax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE,,,,LunchOn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU,,,,Lymex Hldgs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA0001011435,FLK PROPERTY MANAGEMENT CC,scoreB,M  K Property Management,FLK PROPERTY MANAGEMENT CC,NA0001011435,NA, , , , , ,Active,20/01/2010,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
MN,,,,M Star Melchers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LR,,,,M&E Leasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,,,,MA Herimalala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,,,,Mabtech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KE,,,,Madaltax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU,RU49107040,MADAME PIAT,scoreE,Madame Figaro,MADAME PIAT,RU49107040,RU,8559,6116,"Education, Health", , ,Dissolved (liquidation),26/08/1998,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
BR,BR19791268000117,MAGNESITA SA,scoreA,Magnesita,MAGNESITA SA,BR19791268000117,BR,2332,3271,"Chemicals, rubber, plastics, non-metallic products", , ,Dissolved,1940,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
SL,,,,Maize Milling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WLD,US296357417L,MAKEGAMESWITHUS INC (Alias: MAKE SCHOOL),scoreA,MakeSchool,MAKEGAMESWITHUS INC,US296357417L,US, , , , , ,Active,2016,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
BR,BR76519974000148,J. MALUCELLI CONSTRUTORA DE OBRAS S/A (Alias: J MALUCELLI),scoreB,Malucelli,J. MALUCELLI CONSTRUTORA DE OBRAS S/A,BR76519974000148,BR,4211,2373,Construction, , ,Active,09/02/1966,"145,270",107,"12,860","132,303","58,252",506,"10,849","46,897","34,556","203,522","124,908","98,183","26,726","37,215","5,797","31,418","6,936","41,398","17,786","1,569","22,043","203,522","9,786","16,853",n.a.,751,"106,366","98,273","65,322","41,044","10,575","30,470","-8,711","7,209","15,920","21,758","10,917","10,841",46,46,n.a.,"10,887",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
MW,,,,Mango Ad Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN0006612878,MANIPAL TECHNOLOGIES LIMITED,scoreB,Manipal,MANIPAL TECHNOLOGIES LIMITED,IN0006612878,IN,1811,3231,"Publishing, printing",IN0006612878,IN,Active,13/01/2000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
LR,,,,ManoRiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,NG133276R,AXA MANSARD INSURANCE PLC (Previous name: MANSARD INSURANCE PLC),scoreB,Mansard,AXA MANSARD INSURANCE PLC,NG133276R,NG,6500,5241,Insurance companies,FR572093920,FR,Active,1989,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"2,940",n.a.,n.a.,"180,191","57,082",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"13,875",n.a.,"180,191",n.a.,n.a.,n.a.,n.a.,"67,912",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"10,248",n.a.,n.a.,n.a.,n.a.,n.a.,"8,639",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
ID,,,,Marche Multirasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,,,,Mardil Med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,,,,MArillion II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,,,,Marillion Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,MG0000087046,MASTER-CHANGE,scoreA,Master Change,MASTER-CHANGE,MG0000087046,MG, , , , , ,Active,23/07/2003,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
UA,,,,Maxaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,,,,Maxcard Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU,RU69243348,MAXIMUM TEPLOIZOLYACHII COMPANY LIMITED,scoreE,Maximum Test,MAXIMUM TEPLOIZOLYACHII COMPANY LIMITED,RU69243348,RU,4673,4233,Wholesale & retail trade, , ,Dissolved (liquidation),31/12/2010,0,0,0,0,0,0,0,0,n.a.,0,0,n.a.,n.a.,0,0,0,0,0,0,0,0,0,0,0,n.a.,10,8,n.a.,n.a.,n.a.,n.a.,0,0,n.a.,0,0,0,0,0,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
RU,RU03013581,MAIKOR,scoreA,Maykor,MAIKOR,RU03013581,RU,4773,4461,Wholesale & retail trade,RU*F00253907490279,RU,Active,24/01/2002,0,0,0,0,0,0,0,0,n.a.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n.a.,2,0,n.a.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.
ZA,,,,Mbuyuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
